replication,offset,winner,validation_sharpe,validation_excess_total_return,oos_sharpe,oos_excess_total_return,passes_validation,sealed_oos_pass
195,2380,CROSS_5_50,0.2873681573565024,-0.9221304070660097,0.7206724180440702,-0.45413575227315883,False,False
196,374,MOM_252,0.8641568052057259,-0.7448439514230694,0.43488377399125233,-0.13095706421179676,False,False
197,1218,CROSS_40_200,0.9645173346010933,-0.29899600490954703,0.9684733337159338,-0.2750201668084209,False,False
198,2400,CROSS_20_100,0.5445068185630172,-0.692124047658256,0.8112759926800974,-0.4361743516639358,False,False
199,3168,BREAKOUT_200,-0.022735926910589746,-0.3486000010813657,1.1621761673940338,-0.008737815214944655,False,False
200,1215,CROSS_40_200,0.8850880089934208,-0.39648247281535665,0.9949984292663652,-0.18105331140708447,False,False
201,851,CROSS_60_100,0.8581322797539922,-0.19775422107361806,0.5787054516850738,-0.2605523981431326,False,False
202,3093,CROSS_60_100,0.2655538998732289,-0.06981419214327067,1.0993925677369065,-0.20666692602008596,False,False
203,3167,BREAKOUT_200,0.04521152619778843,-0.27099267589133713,1.2280677357985486,0.10808746163025185,False,False
204,1399,BREAKOUT_100,0.6859184075944064,-0.6057933173637811,1.1207295491351734,-0.09635558161277835,False,False
205,1100,BREAKOUT_20,0.7861052209129148,-0.4340456715801344,1.3416906533905237,0.43277234842123713,False,False
206,2944,CROSS_60_200,0.08467918298259426,-0.34700126119935726,0.9838221954573166,-0.14540643364239592,False,False
207,2221,MOM_252,0.74735971527379,-0.4648114147314788,0.9709628639613911,-0.08508263695718377,False,False
208,3579,CROSS_60_200,0.552776167973053,0.36815544932753064,1.0891598830887619,0.3431461012257695,True,True
209,1868,CROSS_60_150,1.2277253511199469,-0.2581405990121799,0.9317731789599557,-0.01432453035332193,False,False
210,577,MOM_252,1.079949472693073,-0.6161558114148831,0.6006679703221071,-0.16598460916720859,False,False
211,4673,CROSS_20_200,0.3822313828529763,-0.49283994673700215,0.42036575801224985,-0.17506187966637965,False,False
212,3349,CROSS_20_100,0.10500200616502324,-0.052541710168817035,0.9432308239474563,-0.08526875513232923,False,False
213,1694,TREND_SMA_20,0.8708711963246286,-0.21173252539902276,0.8777032622353912,-0.40414252524583905,False,False
214,4712,MOM_252,0.38288677147238437,-0.38027604293002204,0.8652078554476773,0.06253983419100728,False,False
215,1430,CROSS_20_50,0.6161281718306447,-0.7308074532862832,0.5872170763452003,-0.911310488186071,False,False
216,3656,CROSS_40_100,0.5842687096768493,-0.08831850280686426,0.17279075132852514,-0.3470055387030244,False,False
217,1689,CROSS_40_50,0.8823593537393719,-0.25812753467244853,0.667648092417644,-0.49853821591674463,False,False
218,2166,MOM_252,0.7805097682844188,-0.5762914800321062,1.0926106119054515,-0.18210025583488476,False,False
219,5032,CROSS_60_100,0.6305254650258776,-0.13036577860708753,0.44142956054898164,-0.2568738556795378,False,False
